input	country	location	status	place_id_count	place_id	description	place_id	lat	lng	international_phone_number	formatted_phone_number	name	rating	website	url	formatted_address	vicinity
Universitas Udayana	id	Indonesia	OK	5	ChIJpz37ObxE0i0R5cqQqbKMrmw	Universitas Udayana, Jimbaran, Badung Regency, Bali, Indonesia	ChIJpz37ObxE0i0R5cqQqbKMrmw	-8.7982727	115.1723921	+62 361 704845	(0361) 704845	Rektorat Universitas Udayana	4.3	https://unud.ac.id/	https://maps.google.com/?cid=7831351501020777189	Kampus Bukit Jimbaran, Kuta Selatan, Jimbaran, Badung, Kabupaten Badung, Bali, Indonesia	Kampus Bukit Jimbaran, Kuta Selatan, Jimbaran
University Of Indonesia	id	Indonesia	OK	4	ChIJ9SuPSkL0aS4RjFEi6fD7hbQ	University Of Indonesia, Jalan Salemba Raya, Kenari, Central Jakarta City, Jakarta, Indonesia	ChIJ9SuPSkL0aS4RjFEi6fD7hbQ	-6.193641	106.848869	-	-	University Of Indonesia	5	-	https://maps.google.com/?cid=13008080110851608972	Jl. Salemba Raya No.4, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia	Jalan Salemba Raya No.4, RW.5, Kenari
University Of Indonesia	id	Indonesia	OK	4	ChIJCc81kh7saS4RYB4Mg3L-BdQ	University of Indonesia Stadium, Jalan Professor Doktor Ir Somantri Brodjonegoro, Kukusan, Depok City, West Java, Indonesia	ChIJCc81kh7saS4RYB4Mg3L-BdQ	-6.3653354	106.8220989	-	-	University of Indonesia Stadium	4.6	http://ui.ac.id/	https://maps.google.com/?cid=15277897078702612064	Jl. Prof. DR. Ir Somantri Brodjonegoro, Kukusan, Beji, Kota Depok, Jawa Barat 16425, Indonesia	Jalan Professor Doktor Ir Somantri Brodjonegoro, Kukusan
University Of Indonesia	id	Indonesia	OK	4	ChIJvYVjmBDsaS4Rr9Bc9B5a1VU	Universitas Indonesia Library, Pondok Cina, Depok City, West Java, Indonesia	ChIJvYVjmBDsaS4Rr9Bc9B5a1VU	-6.365295	106.8296466	+62 21 7270159	(021) 7270159	Universitas Indonesia Library	4.4	http://lib.ui.ac.id/	https://maps.google.com/?cid=6184948752258486447	Gedung Crystal of Knowledge Kampus UI, Pd. Cina, Beji, Kota Depok, Jawa Barat 16424, Indonesia	Gedung Crystal of Knowledge Kampus UI, Pondok Cina
Utaradit	th	Thailand	OK	5	ChIJDXy813463zARP1Dsu-08b9w	Utaradit Resraurant 11 Pa Sao Uttaradit Thailand	ChIJDXy813463zARP1Dsu-08b9w	17.594223	100.130524	-	-	Utaradit Resraurant	-	-	https://maps.google.com/?cid=15883981402516770879	148/1 11 Tambon Pa Sao, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand	148/1 11, Pa Sao, Mueang Uttaradit District
Utaradit	th	Thailand	OK	5	ChIJIZWk6zow3zARYDGz2cZGAw8	Uttaradit Rajabhat University Tha It Uttaradit Thailand	ChIJIZWk6zow3zARYDGz2cZGAw8	17.6316891	100.0938529	+66 55 416 601	055 416 601	Uttaradit Rajabhat University	4.5	http://www.uru.ac.th	https://maps.google.com/?cid=1081786155368919392	หน่วยบริการประชาชนคุ้งตะเภา สถานีตำรวจภูธรอำเภอเมืองอุตรดิตถ์ Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand	หน่วยบริการประชาชนคุ้งตะเภา สถานีตำรวจภูธรอำเภอเมืองอุตรดิตถ์, Tha It
Utaradit	th	Thailand	OK	5	ChIJxbaxAD-z2DARelWOEz8X-_o	Uttaradit-Tha Pla Bus Station Tha Pla Uttaradit Thailand	ChIJxbaxAD-z2DARelWOEz8X-_o	17.7920656	100.3747355	-	-	Uttaradit-Tha Pla Bus Station	-	-	https://maps.google.com/?cid=18085074288314832250	Tha Pla, Tha Pla District, Uttaradit 53150, Thailand	Tha Pla District
Uthaithani	th	Thailand	OK	5	ChIJ0WBZWm-v4TARWNPGVxbtU8s	Uthai Thani Hospital Uthai Mai Uthai Thani Thailand	ChIJ0WBZWm-v4TARWNPGVxbtU8s	15.3799362	100.0199604	+66 56 570 168	056 570 168	Uthai Thani Hospital	3.2	http://www.uth.moph.go.th/uthaihos/	https://maps.google.com/?cid=14651314692984066904	56, Tambon Uthai Mai, Amphoe Mueang Uthai Thani, Chang Wat Uthai Thani 61000, Thailand	56, Uthai Mai, Mueang Uthai Thani District
Uthaithani	th	Thailand	OK	5	ChIJP1Z_pm2v4TAROJUkykU5--g	Uthai Thani Bus Station Uthai Mai Uthai Thani Thailand	ChIJP1Z_pm2v4TAROJUkykU5--g	15.3881107	100.0232545	+66 56 511 058	056 511 058	Uthai Thani Bus Station	3	-	https://maps.google.com/?cid=16788075007860577592	44, Toep Siri Road, Tambon Uthai Mai, Amphoe Mueang Uthai Thani, Uthai Thani, 61000, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand	44, Toep Siri Road, Tambon Uthai Mai, Amphoe Mueang Uthai Thani, Uthai Thani, 61000, ตำบล อุทัยใหม่, อำเภอเมืองอุทัยธานี
Uthaithani	th	Thailand	OK	5	ChIJb9p0lZKu4TARHAYEDCMYaXU	Uthaithani Skill Development Centre Nong Phai Baen Uthai Thani Thailand	ChIJb9p0lZKu4TARHAYEDCMYaXU	15.4386335	100.0235424	+66 56 514 361	056 514 361	Uthaithani Skill Development Centre	4.7	-	https://maps.google.com/?cid=8460319913796699676	Nong Phai Baen, Mueang Uthai Thani District, Uthai Thani 61000, Thailand	Mueang Uthai Thani District
Uthaithani	th	Thailand	OK	5	ChIJw3llLRtC4TARqLH0UTm1OFs	Uthaithani Community College Huai Haeng Uthai Thani Thailand	ChIJw3llLRtC4TARqLH0UTm1OFs	15.1027359	99.5328227	+66 56 539 204	056 539 204	Uthaithani Community College	5	http://www.uthaicc.ac.th/	https://maps.google.com/?cid=6573202913939993000	7 หมู่ 2, ตำบล ห้วยแห้ง อำเภอ บ้านไร่ อุทัยธานี 61140, Thailand	7 หมู่ 2, ตำบล ห้วยแห้ง, อำเภอ บ้านไร่
Uthaithani Hos	th	Thailand	OK	2	ChIJA2swxJP62zAR8SdSPnEMVGs	Uthai Thani Hospital Thung Hua Chang Lamphun Thailand	ChIJA2swxJP62zAR8SdSPnEMVGs	17.995068	99.030458	+66 56 511 081	056 511 081	Uthai Thani Hospital	-	-	https://maps.google.com/?cid=7733820140618393585	56, Rakkandi Rd., Uthai Mai, Mueang Uthai Thani, Uthai Thani, 61000, ตำบล ทุ่งหัวช้าง อำเภอ ทุ่งหัวช้าง ลำพูน 51160, Thailand	56, Rakkandi Rd., Uthai Mai, Mueang Uthai Thani, Uthai Thani, 61000
Uttaradit	th	Thailand	OK	5	ChIJH7dN3xsw3zARkw_fit4NDZ0	Uttaradit Hospital Chetsada Bodin 1 Alley Tha It Uttaradit Thailand	ChIJH7dN3xsw3zARkw_fit4NDZ0	17.6187772	100.0868299	+66 55 832 601	055 832 601	Uttaradit Hospital	3.5	http://www.uttaradit-hosp.go.th/	https://maps.google.com/?cid=11316716688115699603	38 Chetsada Bodin 1 Alley, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand	38 Chetsada Bodin 1 Alley, Tha It, Mueang Uttaradit District
Uttaradit	th	Thailand	OK	5	ChIJIZWk6zow3zARYDGz2cZGAw8	Uttaradit Rajabhat University Tha It Uttaradit Thailand	ChIJIZWk6zow3zARYDGz2cZGAw8	17.6316891	100.0938529	+66 55 416 601	055 416 601	Uttaradit Rajabhat University	4.5	http://www.uru.ac.th	https://maps.google.com/?cid=1081786155368919392	หน่วยบริการประชาชนคุ้งตะเภา สถานีตำรวจภูธรอำเภอเมืองอุตรดิตถ์ Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand	หน่วยบริการประชาชนคุ้งตะเภา สถานีตำรวจภูธรอำเภอเมืองอุตรดิตถ์, Tha It
Uttaradit	th	Thailand	OK	5	ChIJVVVVVRYw3zARfJJ3uRpl6W0	Uttaradit Post Office Tha It Uttaradit Thailand	ChIJVVVVVRYw3zARfJJ3uRpl6W0	17.622765	100.100391	+66 55 411 929	055 411 929	Uttaradit Post Office	4.8	-	https://maps.google.com/?cid=7919972585162904188	Tha It, Mueang Uttaradit District, Uttaradit 53000, Thailand	Mueang Uttaradit District
Uttaradit	th	Thailand	OK	5	ChIJkWY26DYw3zARXa_zyg7ApV8	Uttaradit School Pracha Nimit Road Tha It Uttaradit Thailand	ChIJkWY26DYw3zARXa_zyg7ApV8	17.6334266	100.0968426	+66 55 411 104	055 411 104	Uttaradit School	4.5	http://www.utd.ac.th/	https://maps.google.com/?cid=6892125974527455069	Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand	Pracha Nimit Road, Tha It, Mueang Uttaradit District
Uttaradit	th	Thailand	OK	5	ChIJxbaxAD-z2DARelWOEz8X-_o	Uttaradit-Tha Pla Bus Station Tha Pla Uttaradit Thailand	ChIJxbaxAD-z2DARelWOEz8X-_o	17.7920656	100.3747355	-	-	Uttaradit-Tha Pla Bus Station	-	-	https://maps.google.com/?cid=18085074288314832250	Tha Pla, Tha Pla District, Uttaradit 53150, Thailand	Tha Pla District
Vachira Phuket Hospital	th	Thailand	OK	1	ChIJWfZgJe0xUDARUwGA-BqRp0E	Wachira Phuket Hospital medicine. Yaowarat Road Phuket Thailand	ChIJWfZgJe0xUDARUwGA-BqRp0E	7.8969173	98.3840922	+66 76 361 234	076 361 234	Wachira Phuket Hospital medicine.	3.1	http://www.vachiraphuket.go.th/	https://maps.google.com/?cid=4730909478600311123	353, ถนนเยาวราช ตำบล ตลาดเหนือ อำเภอเมืองภูเก็ต ภูเก็ต 83000, Thailand	353, ถนนเยาวราช, ตำบล ตลาดเหนือ, อำเภอเมืองภูเก็ต
Vachira-Phuket Hos	th	Thailand	OK	1	ChIJWfZgJe0xUDARUwGA-BqRp0E	Wachira Phuket Hospital medicine. Yaowarat Road Phuket Thailand	ChIJWfZgJe0xUDARUwGA-BqRp0E	7.8969173	98.3840922	+66 76 361 234	076 361 234	Wachira Phuket Hospital medicine.	3.1	http://www.vachiraphuket.go.th/	https://maps.google.com/?cid=4730909478600311123	353, ถนนเยาวราช ตำบล ตลาดเหนือ อำเภอเมืองภูเก็ต ภูเก็ต 83000, Thailand	353, ถนนเยาวราช, ตำบล ตลาดเหนือ, อำเภอเมืองภูเก็ต
Vajira Hospital	th	Thailand	OK	2	ChIJP2VYjF-Z4jARid69ULXxpAI	Faculty of Medicine Vajira Hospital Samsen Road Bangkok Thailand	ChIJP2VYjF-Z4jARid69ULXxpAI	13.780841	100.508699	+66 2 244 3000	02 244 3000	Faculty of Medicine Vajira Hospital	4.1	http://www.vajira.ac.th/	https://maps.google.com/?cid=190542845302398601	681 Samsen Rd, Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300, Thailand	681 Samsen Road, Dusit
Van Hanh	vn	Vietnam	OK	5	ChIJ2z5B6jMvdTERTTPkIO_kqDA	Van Hanh Dental Clinic, Điện Biên Phủ, Ho Chi Minh City, Vietnam	ChIJ2z5B6jMvdTERTTPkIO_kqDA	10.7852403	106.6926168	-	-	Van Hanh Dental Clinic	-	http://nhakhoavanhanh.com.vn/en/	https://maps.google.com/?cid=3506304025608074061	170bis phường 6 Quận 3, Điện Biên Phủ, phường 6, Quận 3, Hồ Chí Minh, Vietnam	170bis phường 6 Quận 3, Điện Biên Phủ, phường 6, Hồ Chí Minh
Van Hanh	vn	Vietnam	OK	5	ChIJT9MZ-O0udTERxZtQWPemfNQ	Van Hanh Spa, Ho Chi Minh City, Vietnam	ChIJT9MZ-O0udTERxZtQWPemfNQ	10.7588748	106.6579127	+84 8 3955 3874	08 3955 3874	Van Hanh Spa	-	-	https://maps.google.com/?cid=15311296414421654469	24, Tan Khai Street, Ward 4, District 11, phường 4, Quận 11, Hồ Chí Minh, Vietnam	24, Tan Khai Street, Ward 4, District 11, Hồ Chí Minh
Van Hanh	vn	Vietnam	OK	5	ChIJaxbh898udTERUh668HWoCQ4	van hanh fashion design, Điện Biên Phủ, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJaxbh898udTERUh668HWoCQ4	10.7697422	106.675847	+84 90 968 66 35	090 968 66 35	van hanh fashion design	-	-	https://maps.google.com/?cid=1011524815824756306	678 Điện Biên Phủ, phường 11, Quận 10, Hồ Chí Minh, Vietnam	678 Điện Biên Phủ, phường 11, Hồ Chí Minh
Van Hanh	vn	Vietnam	OK	5	ChIJyxoUHywvdTERzjFYF_wXs0M	Van Hanh Dental Clinic, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJyxoUHywvdTERzjFYF_wXs0M	10.7848553	106.6835493	-	-	Van Hanh Dental Clinic	5	-	https://maps.google.com/?cid=4878269192863232462	159 Tran Quoc Thao Street, Ward 9, District. 3, phường 7, Quận 3, Hồ Chí Minh, Vietnam	159 Tran Quoc Thao Street, Ward 9, District. 3
Vapi Pathum	th	Thailand	OK	5	ChIJ-ZlrHREaGDER4nfQ5i2gtkI	Wapi Pathum School Nong Saeng Maha Sarakham Thailand	ChIJ-ZlrHREaGDER4nfQ5i2gtkI	15.84928	103.3761595	+66 43 799 373	043 799 373	Muang Wapi Pathum School	4.8	http://www.wpt.ac.th/	https://maps.google.com/?cid=4807205771270977506	Nong Saeng, Wapi Pathum District, Maha Sarakham 44120, Thailand	Wapi Pathum District
Vapi Pathum	th	Thailand	OK	5	ChIJ0w6JXSkaGDER72_n1N-nhI8	Wapi Pathum Technical College Nong Saeng Maha Sarakham Thailand	ChIJ0w6JXSkaGDER72_n1N-nhI8	15.836634	103.398685	+66 43 798 380	043 798 380	Wapi Pathum Technical College	-	-	https://maps.google.com/?cid=10341575224140984303	142 Moo 7, Wapi - Chaturaphak Road, Tambon Nong Saeng, Amphoe Wapi Pathum, Maha Sarakham, 44120, ตำบล หนองแสง อำเภอ วาปีปทุม มหาสารคาม 44120, Thailand	142 Moo 7, Wapi - Chaturaphak Road, Tambon Nong Saeng, Amphoe Wapi Pathum, Maha Sarakham, 44120
Vapi Pathum	th	Thailand	OK	5	ChIJcar_YhAaGDER8k2W3xxDNFM	Wapi Pathum District Hospital Nong Saeng Maha Sarakham Thailand	ChIJcar_YhAaGDER8k2W3xxDNFM	15.846482	103.3725527	+66 43 798 517	043 798 517	Wapi Pathum District Hospital	4.2	-	https://maps.google.com/?cid=5995490795226287602	Nong Saeng, Wapi Pathum District, Maha Sarakham 44120, Thailand	Nong Saeng, Wapi Pathum District
Vapi Pathum	th	Thailand	OK	5	ChIJic25JxgaGDERyOPvkpaAGmU	Wapi Pathum Police Station Nong Saeng Maha Sarakham Thailand	ChIJic25JxgaGDERyOPvkpaAGmU	15.8446199	103.3804064	+66 43 799 193	043 799 193	Wapi Pathum Police Station	5	http://www.wapipathum.mahasarakham.police.go.th/index.php/en/	https://maps.google.com/?cid=7285276731423843272	191 ม .1 ต หนอง แสง อ วาปีปทุม, ตำบล หนองแสง อำเภอ วาปีปทุม มหาสารคาม 44120, Thailand	191 ม .1 ต หนอง แสง อ วาปีปทุม
Veterans General Hospital	th	Thailand	OK	1	ChIJp1jbDKKe4jAR08EcOfmPU3M	Veterans General Hospital Phaya Thai Thailand	ChIJp1jbDKKe4jAR08EcOfmPU3M	13.7719828	100.5515745	+66 2 644 9400	02 644 9400	Veterans General Hospital	4.2	http://donationthailand.com/%E0%B8%97%E0%B8%B3%E0%B8%9A%E0%B8%B8%E0%B8%8D-%E0%B8%A1%E0%B8%B9%E0%B8%A5%E0%B8%99%E0%B8%B4%E0%B8%98%E0%B8%B4-%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%87%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%88%E0%B8%B2/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%97%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%9C%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%A8%E0%B8%B6%E0%B8%81	https://maps.google.com/?cid=8310144037996511699	Phaya Thai, Bangkok, จังหวัด กรุงเทพมหานคร 10400, Thailand	Phaya Thai
Vien Tim Thanh Pho HCM	vn	Vietnam	OK	1	ChIJQQ14ytwudTERxfpm2zsM0Jg	Viện Tim Tp. HCM, Thành Thái, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJQQ14ytwudTERxfpm2zsM0Jg	10.7731117	106.6668957	+84 8 3865 1586	08 3865 1586	Viện Tim thành phố Hồ Chí Minh	4.1	-	https://maps.google.com/?cid=11011314540144425669	Số 4,, 86 Thành Thái, Phường 12, Quận 10, Hồ Chí Minh, Vietnam	Số 4,, 86 Thành Thái, Phường 12, Hồ Chí Minh
Viet tiep	vn	Vietnam	OK	5	ChIJ9aX7jfAANTERDL7KRU46zIk	Viet Tiep Locks Joint Stock Co., tt. Đông Anh, Hanoi, Vietnam	ChIJ9aX7jfAANTERDL7KRU46zIk	21.1569268	105.8537006	+84 4 3883 2442	04 3883 2442	Viet Tiep Locks Joint Stock Co.	3	-	https://maps.google.com/?cid=9929375386297875980	Group 6, Dong Anh District, tt. Đông Anh, Đông Anh, Hà Nội, Vietnam	Group 6, Dong Anh District
Viet tiep	vn	Vietnam	OK	5	ChIJB2O0nrcudTERorpN2-gICxY	KHÓA VIỆT TIỆP, Lạc Long Quân, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJB2O0nrcudTERorpN2-gICxY	10.7821001	106.6501184	+84 8 6265 0602	08 6265 0602	KHÓA VIỆT TIỆP	4.7	http://www.khoaviettiep.net/	https://maps.google.com/?cid=1588373089782971042	828 Lạc Long Quân, phường 9, Tân Bình, Hồ Chí Minh, Vietnam	828 Lạc Long Quân, phường 9, Hồ Chí Minh
Viet tiep	vn	Vietnam	OK	5	ChIJoSQnX2F6SjERGM9twz-iyig	Viện Tiệp, Hai Bà Trưng, Hai Phong, Haiphong, Vietnam	ChIJoSQnX2F6SjERGM9twz-iyig	20.8516981	106.6719471	+84 31 3700 514	031 3700 514	Bệnh viện Hữu nghị Việt Tiệp	3.6	http://viettiephospital.vn/	https://maps.google.com/?cid=2939340101558062872	Hai Bà Trưng, Cát Dài, Lê Chân, Hải Phòng, Vietnam	Hai Bà Trưng, Cát Dài
Viet tiep	vn	Vietnam	OK	5	ChIJqUtQqWF6SjERMBbz95-bmyA	Viet Tiep Glass Shop, Hai Phong, Haiphong, Vietnam	ChIJqUtQqWF6SjERMBbz95-bmyA	20.8543776	106.6737511	+84 31 2220 566	031 2220 566	Viet Tiep Glass Shop	-	-	https://maps.google.com/?cid=2349642741965854256	177 Nguyen Duc Canh Street, Le Chan District, Hai Phong City, Cát Dài, Lê Chân, Hải Phòng, Vietnam	177 Nguyen Duc Canh Street, Le Chan District, Hai Phong City
Vietduc	vn	Vietnam	OK	5	ChIJQdXQuJWrNTERg2KnhqiFf78	Viet Duc Trading And Investment Co., Ltd, Hanoi, Vietnam	ChIJQdXQuJWrNTERg2KnhqiFf78	21.0290012	105.8482719	+84 4 3825 0766	04 3825 0766	Viet Duc Trading And Investment Co., Ltd	-	-	https://maps.google.com/?cid=13798894742146605699	18, Thọ Xương, Phường Hàng Trống, Quận Hoàn Kiếm, Hàng Trống, Hoàn Kiếm, Hà Nội 10000, Vietnam	18, Thọ Xương, Phường Hàng Trống, Quận Hoàn Kiếm
Vietduc	vn	Vietnam	OK	5	ChIJR5iAKHSrNTER2zgRdKywWbw	Viet Duc Pharmacy, Hanoi, Vietnam	ChIJR5iAKHSrNTER2zgRdKywWbw	21.02741	105.8253771	-	-	Viet Duc Pharmacy	-	-	https://maps.google.com/?cid=13572073206785849563	3, Vu Thanh Street, Dong Da District, Cát Linh, Đống Đa, Hà Nội, Vietnam	3, Vu Thanh Street, Dong Da District, Ha Noi City
Vietduc	vn	Vietnam	OK	5	ChIJxYUgvoTxcTERdCUYVsIDrhM	Viet Duc 4, Ea Ning, Đắk Lắk Province, Vietnam	ChIJxYUgvoTxcTERdCUYVsIDrhM	12.6342892	108.1974541	-	-	Viet Duc 4	-	-	https://maps.google.com/?cid=1418075065871246708	Ea Ning, Cư Kuin, Đắk Lắk, Vietnam	Ea Ning
Viện 5	vn	Vietnam	OK	1	ChIJlammL_oudTERaFa_QLRxg-M	Công Ty TV & DV Hành Chính Viễn Đông Việt Văn Phòng Luật Sư 24h, Ho Chi Minh City, 5e Arrondissement dHô-Chi-Minh-Ville, Vietnam	ChIJlammL_oudTERaFa_QLRxg-M	10.7533978	106.6668284	+84 8 5405 2522	08 5405 2522	Công Ty TV & DV Hành Chính Viễn Đông Việt Văn Phòng Luật Sư 24h	4	-	https://maps.google.com/?cid=16394072087553070696	106, Đường Ngô Quyền, Phường 7, Quận 5, Phường 7, Quận 5, Hồ Chí Minh, Vietnam	106, Đường Ngô Quyền, Phường 7, Quận 5, Hồ Chí Minh
Vị Thủy	vn	Vietnam	OK	5	ChIJ2XyZfd_uoDERs4wr8p2qfGM	Vi Thuy Transportation Cooperative, Vị Thanh, Hau Giang, Vietnam	ChIJ2XyZfd_uoDERs4wr8p2qfGM	9.7635858	105.5205429	+84 711 3571 673	0711 3571 673	Vi Thuy Transportation Cooperative	5	-	https://maps.google.com/?cid=7168792302216514739	Hamlet 4, Nang Mau Town, Vi Thuy District, tt. Nàng Mau, Vị Thuỷ, Hậu Giang, Vietnam	Hamlet 4, Nang Mau Town, Vi Thuy District
Vị Thủy	vn	Vietnam	OK	5	ChIJPbyCtY4UbzERGiJioNdVu5A	Vi Thuy Coffee Shop, TT. Diêu Trì, Binh Dinh Province, Vietnam	ChIJPbyCtY4UbzERGiJioNdVu5A	13.8066874	109.1465735	+84 56 3833 447	056 3833 447	Vi Thuy Coffee Shop	4	-	https://maps.google.com/?cid=10429023746703630874	Dieu Tri Town, Tuy Phuoc District, Binh Dinh Province, tt. Diêu Trì, Thôn Giang Nam, Bình Định, Vietnam	Dieu Tri Town, Tuy Phuoc District, Binh Dinh Province
Vị Thủy	vn	Vietnam	OK	5	ChIJ_THBEMModTERK_7H6aQQSFs	Vị Thủy, Hẻm 80 Hoàng Hoa Thám, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJ_THBEMModTERK_7H6aQQSFs	10.8079935	106.6899973	-	-	Vị Thủy	3	-	https://maps.google.com/?cid=6577525556257488427	Hẻm 80 Hoàng Hoa Thám, phường 7, Bình Thạnh, Hồ Chí Minh, Vietnam	Hẻm 80 Hoàng Hoa Thám, phường 7, Hồ Chí Minh
Vị Thủy	vn	Vietnam	OK	5	ChIJo8KoJqJioDERRYcO2Bh19-o	Vi Thuy Nha House Rental, Can Tho, Cần Thơ, Vietnam	ChIJo8KoJqJioDERRYcO2Bh19-o	10.0340417	105.7882866	+84 98 276 34 44	098 276 34 44	Vi Thuy Nha House Rental	-	-	https://maps.google.com/?cid=16931130073687164741	44, Đường Hai Bà Trưng, Phường Tân An, Quận Ninh Kiều, Tân An, Ninh Kiều, Cần Thơ, Vietnam	44, Đường Hai Bà Trưng, Phường Tân An, Quận Ninh Kiều
Vị Thủy	vn	Vietnam	OK	5	ChIJuU_JxoNsbzERG8ryTxV--8w	Vi Thuy Restaurant, Qui Nhơn, Binh Dinh Province, Vietnam	ChIJuU_JxoNsbzERG8ryTxV--8w	13.7802977	109.227941	+84 56 3829 862	056 3829 862	Vi Thuy Restaurant	3.8	-	https://maps.google.com/?cid=14770538032892398107	02 Cao Bá Quát, TP.Quy Nhơn, Thị Nại, Tp. Qui Nhơn, Bình Định, Vietnam	02 Cao Bá Quát, TP.Quy Nhơn
WARIN CHAMRAP HOSPITAL	th	Thailand	OK	1	ChIJCQyXRwmGFjERCvxNeAxw8o4	Warin Chamrap Hospital Warin Chamrap Ubon Ratchathani Thailand	ChIJCQyXRwmGFjERCvxNeAxw8o4	15.1937854	104.8380782	+66 45 267 258	045 267 258	Warin Chamrap Hospital	4.6	http://www.warin.go.th/	https://maps.google.com/?cid=10300418496610040842	Warin Chamrap, Warin Chamrap District, Ubon Ratchathani 34190, Thailand	Warin Chamrap, Warin Chamrap District
Wachirawut Camp	th	Thailand	OK	4	ChIJ4b4ZTvgGUzARk3VsBGqD2HA	Wachirawut Camp Religious Place Pak Phun Nakhon Si Thammarat Thailand	ChIJ4b4ZTvgGUzARk3VsBGqD2HA	8.4859296	99.9556265	+66 80 069 7630	080 069 7630	Wachirawut Camp Religious Place	3.3	-	https://maps.google.com/?cid=8131393618581419411	Pak Phun, Mueang Nakhon Si Thammarat District, Nakhon Si Thammarat 80000, Thailand	Mueang Nakhon Si Thammarat District
Wachirawut Camp	th	Thailand	OK	4	ChIJI3KoGDYGUzARUBu1mEa_XgI	Wachirawut Camp Entrance-Exit Check Point Pak Phun Nakhon Si Thammarat Thailand	ChIJI3KoGDYGUzARUBu1mEa_XgI	8.5103399	99.9534866	-	-	Wachirawut Camp Entrance-Exit Check Point	4	-	https://maps.google.com/?cid=170784145817279312	Pak Phun, Mueang Nakhon Si Thammarat District, Nakhon Si Thammarat 80000, Thailand	Mueang Nakhon Si Thammarat District
Wachirawut Camp	th	Thailand	OK	4	ChIJJ4SqMMMGUzARWaIShpJknIU	Wachirawut Camp Pak Phun Nakhon Si Thammarat Thailand	ChIJJ4SqMMMGUzARWaIShpJknIU	8.4627758	99.9583817	-	-	Wachirawut Camp	4.4	http://www.army4.net/	https://maps.google.com/?cid=9627680683888648793	Pak Phun, Mueang Nakhon Si Thammarat District, Nakhon Si Thammarat 80000, Thailand	Mueang Nakhon Si Thammarat District
Walailak University Hospital	th	Thailand	OK	1	ChIJHVtnMw0KUzARg57HzuKxhZA	Walailak University Hospital Construction site Pho Thong Nakhon Si Thammarat Thailand	ChIJHVtnMw0KUzARg57HzuKxhZA	8.6411617	99.9112136	-	-	Walailak University Hospital Construction site	3	http://wuhospital.wu.ac.th/	https://maps.google.com/?cid=10413925301054054019	Pho Thong, Tha Sala District, Nakhon Si Thammarat 80160, Thailand	Pho Thong, Tha Sala District
Wan Yai Hospital	th	Thailand	OK	1	ChIJR3WfaxnLPTERWwdX43w-JFM	Wan Yai Hospital Wan Yai Mukdahan Thailand	ChIJR3WfaxnLPTERWwdX43w-JFM	16.728096	104.713078	+66 42 699 085	042 699 085	Wan Yai Hospital	3	-	https://maps.google.com/?cid=5990982110420600667	Wan Yai, Wan Yai District, Mukdahan 49150, Thailand	Wan Yai District
Wanon Niwat Hospital	th	Thailand	OK	1	ChIJmQ4gdMdZOzERRWqZdEmpBoI	Wanon Niwat Hospital Wanon Niwat Sakon Nakhon Thailand	ChIJmQ4gdMdZOzERRWqZdEmpBoI	17.6238838	103.7503006	+66 42 973 411	042 973 411	Wanon Niwat Hospital	4.3	http://hos.wanorn.com/	https://maps.google.com/?cid=9369362207744813637	Wanon Niwat, Wanon Niwat District, Sakon Nakhon 47120, Thailand	Wanon Niwat, Wanon Niwat District
Waritchaphum	th	Thailand	OK	5	ChIJ4fG_T622PDERpdXxVwYNHAU	Waritchaphum Sub District Municipal Office Waritchaphum Sakon Nakhon Thailand	ChIJ4fG_T622PDERpdXxVwYNHAU	17.2915131	103.6470318	+66 42 781 133	042 781 133	Waritchaphum Sub District Municipal Office	5	http://www.waritcity.go.th/	https://maps.google.com/?cid=368183590433969573	447-448 ถนนลูกเสือ อำเภอวาริชภูมิ Amphoe Waritchaphum, Chang Wat Sakon Nakhon 47000, Thailand	447-448 ถนนลูกเสือ, อำเภอวาริชภูมิ
