St Elisabeth Hospital	Jl. Kingdom Narogong 202 KM.5, Kemang Pratama, Kel. Bojong Rawa Lumbu, district. Rawa Lumbu, Bekasi.
RS Medirossa Cikarang	Jl. Industry Tegal Gede No.09, South Cikarang Bekasi
RS Kartika Husada	Jl. Raya No.07 Mangunjaya Kp.Rukem, Tambun - Bekasi
Siti RSIA Zachroh	Jl. Sultan Hasanuddin No. 84, Mekar Sari
RS PMI Bogor	Jl. Raya Pajajaran No. 80 Bogor
RS Trimitra	Jl. Jakarta Raya Bogor Km.43, Cibonong
RSU Ridogalih	Jl. Warehouse No. 24 Sukabumi
RS Assyifa Sukabumi	Jl. Jend Sudirman No. 3 of Sukabumi
RSB Clinic Happy	Jl. Pasundan 93, Sukabumi
Bandung Adventist Hospital	Jl. Cihampelas 161 Bandung
RS Youngest	Jl. Veteran No. 6 Bandung
RSU Rajawali	Jl. Rajawali 38 Bandung
RSIA Limijati	Jl. LLRE Martadinata 39, Bandung
RSIA Sukajadi	Jl. Sukajadi No. 149 Bandung
Psychiatric Hospital Hurip Waluya	Jl. Reefs Tineung No.1A Bandung
RSK Surgery Halmahera Alert	Jl. LLRE Martadinata 28, Bandung
Bina Sehat Hospital 	Jl. Conservative Dayeuh 325 Bandung Raya
RSK Kidney NY RA Habibie	Jl. Tubagus Ismail 46 Bandung
RSB Emma Poeradiredja	Jl. Sumatera 46 - 48, Bandung
RS Budi Luhur	Kebon Pelok Harjamukti Cirebon
RSK Surgery Budi Asta	Jl. Kalitanjung 51 Cirebon
RSU Mekar Sari Bekasi	Jl. Mekar Sari No. 1 Bekasi
RS Budi Lestari	Jl. KH. Noer Ali No. 2 Wood Ringin South Bekasi - Bekasi
Seto RSIA Hasbadi	Jl. Raya Seroja No. 19 Harapan Jaya Utara Bekasi
RSIA Hermina Bekasi	Jl. Prosperity 39 Margataya Bekasi
RS Bhakti Kartini	Jl. RA Kartini 11 Bekasi
RS Islam Dr.Subki Abdulkadir	Jl. RA Kartini 66, Bekasi
RS Mitra Anugrah Lestari	Jl. Cibaligo 76, Ex. Central Cigugur district. Central Cimahi
RSB BUDI KARTINI	otto Iskandardinata road no 13
RSAB Aprilia	Jl. Jend. Gatot Subroto 95 Cilacap
An RSU-Ni'mah	Highway Klapagading Kulon District 014 Rt 01 Rw Wangon - Banyumas
RSIA Amanah	Jl Raya Kebokura 37 Sumpiuh district of Banyumas Regency
RSU Mother	Jl. Scouting No. 249 Purwokerto
RSU Ananda Purwokerto	Jl. Pemuda No. 30 Purwokerto
Mother RSIA Arif	Jl. Jatiwinangun No. 16 Purwokerto Kab.Banyumas
RS Sinar Kasih	Jl. Martadireja II Purwokerto
RSU Wishnu Husada	Jl. Raya Notog Mt.200, Patikraja - Banyumas
RSU Wiradadi HUSADA	Jl. Minister Supeno No. 25 Sokaraja Banyumas
RSK Surgical Medical Alert Banyumas	Jl. Scout 55 Banyumas
Ariva partners	Jl. Kingdom Ajibarang Wetan Ajibarang Banyumas
Budhi Asih	Mini Stadium Complex
RS Nirmala	Jl. Lt. Joseph Babakan, Kalimanah Purbalingga
RSU Harapan Ibu	Jl. May.Jend.Soengkono KM.1, Purbalingga
RS Islam Banjarnegara	Jl Raya Onions KM 9 Banjarnegara
RS Cross Bureau Gombong	Jl. Kartini no. 37 Gombong Kebumen
RSIA Goddess Queen	Jl. Kutoarjo 60, Kebumen
Children SSR Wijayakusuma	Jl. Wren 1, Kebumen
RS Purbowangi	Jl. Yos Sudarso West 1 Gombong
RSU Purwogondo	Jl. Croton Km.8, Kalipurwo Kuwarasan Kebumen
RS Islam Siti Khadijah	jl. HM Sarbini No. 175
RSU Aisyiyah 	Jl. Mayjend Soetoyo No. 113, Purworejo
Panti Waluyo Yakkum Purworejo	Jl. Ahmad Yani No. 21 Purworejo
RSU PKU Muhammadiyah Purworejo	Jl. Brigjend Katamso 144-A, Purworejo
RS Blue Cross Kutoarjo	Jl. Marditomo 17, Kutoarjo, Kab.Purworejo
Mother and Child Hospital MOTHER LOVE Purworejo	Jln.Mayjend Sutoyo 19
Adina RSIA	Jl. Forces Ronggolawe 24, Wonosobo
RS Dr. Oen Sawit	Dk. Tegalarum, Ds. Kateguhan, district. Palm, Kab. Boyolali
RS PKU Aisyiyah Boyolali	Jl. New Cattle Market Singkil - Karanggeneng - Boyolali
RS Umi Barokah	Jl.Prof.DR.Soeharso 6 Tegal Rejo, Boyolali
Ash-Shifa Hospital Sambi	Jl. Raya Bangak-Simo Km 7, Sambi, Boyolali
RSIA Aisyiah	Jl. KH. Hasyim Ashari, Mojayan, Klaten
RS Chakra Husada	Jl. Merbabu No. 7, Klaten
SSR Surgery Diponegoro	Jl. Diponegoro 21, Klaten
Nirmala Hospital Suri	Jl. Raya Solo Sukoharjo Km.9, Sukoharjo
RS Dr.Oen Solo Baru	Solo Baru Housing Complex Kec.Grogol Sukoharjo
RSU Marga Husada	Jl. Lt. S.Parman No. 4 Selogiri, Wonogiri
RS Muhammadiyah Wonogiri	Jl. Old Nambangan Selogiri, Wonogiri
RS PKU Muhammadiyah KA	Jl. Raya Papahan Ds. Papahan district. Tasikmadu Karanganyar
Jafar RS Medika Karanganyar	Munggur, RT 9 RW4, district. Mojogedang, Kab. Karanganyar, Central Java
RS Mardi Lestari Sragen	Jl. Rokan 8, Sragen
RSIA Sarila Husada	Jl. Veteran No. 41-43, Sragen
RSIA Restu Ibu	Dams, Pilangsari Village, District Ngrampal
Panti Rahayu	Jl. R Suprapto 6, Purwodadi
RSB Permata Bunda	Jl. Hayam Wuruk No. 24 Purwodadi Grobogan
RS Muhammadiyah Gubug	Jl. Lt Gen R Soeprapto 12 Gubug
RSU 'Habibullah'	Jl. Annual Kingdom Kec.Gabus Kab.Grobogan
RS Enggal WARAS	Jl.Karangrayung Km. 3 Ds. Kemloko district. Godong Grobogan
RSU GEM BLORA	Jl. Reksodiputro 57, Blora
RS PKU Muhammadiyah Cepu	Jl. Ronggolawe 137, Cepu
RS Partners Pati Nation	Jl. Kol.Sugiyono 75, Pati
RS Healthy Family 	Jl. P. Sudirman No.9, Mrgorejo - Pati
RSU KUMALA HOLY SIWIMIJEN	Jl. Jepara KM. 6 Village Mijen district. Kaliwungu
Mardi Rahayu Hospital	Jl. AKBP R Agil 110, Holy
RSB Permata Hati	Jl. Nisemito 28, Holy
RS Graha Husada	Jl. MH.Thamrin 14, Jepara
RS Islam NU Demak	Jl. Jogoloyo 9, district. Wonosalam, Demak
RSU Bina Kasih	Jl. Naryo Atmajan 27 Ambarawa
RS Ngesti Waluyo	Jl. Pahlawan Parakan,Temanggung
RSU Gunung Sawo Kab. Temanggung	Jl. Gatot Subroto Km. 2, Manding Temanggung
RS PKU Muhammadiyah	Jl. Raya Kedu Km.2,Temanggung
RSIA Daru Istiqomah Kendal	Jln. Sekopek No. 15 , Kaliwungu
RSU Bhakti Waluyo	Jl.Dr.Sutomo No. 32
RSI PKU Muhammadiyah Pekajangan	Jl. Raya Ambokembang No.42-44,Pekalongan
RS Islam PKU Muhammadiyah	Jl. Singkil Km.0,5 Adiwerna, Kab.Tegal
RSU Lestari Raharja	Jl. Sutopo No.5,Magelang
RSB Gladiool	Jl. Kenanga No.4-6,Magelang
RS Islam Magelang	Jl. Jeruk No.4 A , Sanden, Kota Magelang
RS Dr.Oen	Jl. Brigjend Katamso 55,Surakarta
RS Brayat Minulya	Jl. Dr. Setiabudi No. 106 Surakarta
RSU Panti Waluyo	Jl. Jend A Yani No.1
RSU Kasih Ibu	Jl. Slamet Riyadi 404,Surakarta
RSU Triharsi	Jl. Monginsidi No.82,Surakarta
RSU Ananda Salatiga	Jl. Ki Penjawi No.5,Salatiga
RSK THT Syifaa Rohmani	Jl. Osamaliki No.26 A,Salatiga
RS Puri Asih	Jl. Sudirman No.169,Salatiga
RS William Booth	Jl. LetJen. S. Parman No. 5, Semarang
RS Telogorejo Semarang	Jl. KH. Ahmad Dahlan Semarang
RS HERMINA PANDANARAN	Jl. Pandanaran No.24,Semarang
RSB Anugerah	Jl. Kalisari Baru No.5-7,Semarang
RSB Bunda Semarang	Jl. Brigjen Katamso No.8,Semarang
RSIA Gunung Sawo	Jl. Gunung Sawo No.21,Semarang
RS Banyumanik	Jl. Bina Remaja Srondol No.61,Semarang
RSB Kusuma	Jl. Bugangan Raya 5,Semarang
RSB Permata Sari	Jl. Gunung Pati No. 1,Semarang
RSIA Kasih Ibu Tegal	Jl. Sultan Agung 32,Tegal
RS St Yusup Boro	Boro Banjarasri Kulon Progo
RSKB Rizki Amalia Medika	Jl. Brosot - Wates Km.5 Jogahan Bumirejo Lendah Kulon Progo
RSIA Ummi Khasanah	Jl. Pemuda Ds Gandekan Bantul
RSU Nur Hidayah	Jl. Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul
RSU Rachma Husada	Jl. Parantritis Km.16 Gerselo Patalan Jetis Bantul
RSU Permata Husada	jl.pleret-kotagede km-4 Kauman Pleret
RSU Rajawali Citra	Jl. Pleret Km.2,5, Banjardadap Potorono Banguntapan Bantul
RS Nur Rohmah	Ds.Jamburejo,Ds.Bandung,Kec.Playen,Kab.Gunungkidul
RSU Panti Baktiningsih	Klepu Sendangmulyo Minggir,Sleman
RSK Bedah An-Nur	Jl. Colombo No.14-16 Sleman, Yogyakarta
RS Panti Nugroho	Jl. Kaliurang Km.17 Pakem,Sleman
RSU Dharma	Jl. Yogya-Wonosari Sleman Yogya
RS Islam Yogyakarta PDHI	Jl. Solo Km 12,5 Kalasan Yogyakarta
RS Ibu dan Anak Sakina Idaman	Jl. Nyi Condrolukito,Blunyah Gede 60,Sinduadi, Mlati ,Sleman
RS MITRA PARAMEDIKA	Jl. Raya Ngemplak Kemasan Widodomartani
RSU Panti Rapih	Jl. Cik Ditiro 30 Yogyakarta
RS Bethesda Yogyakarta	Jl. Jen Sudirman 70 Yogyakarta
RS Jiwa Puri Nirmala	Jl. Jayaningprangan No.13 Yogyakarta
RS Mata Dr. Yap	Jl. Cik Ditiro 5 Yogyakarta
RSK Bedah Patmasuri	Jln. KH. Ali Maksum Lapangan Krapyak Panggungharjo Sewon Bantul Yogyakarta
RSB Bhakti Ibu	Jl. Golo No.20 Yogyakarta
RSK Bedah Soedirman	Jl. Sidobali UH II/402 Muja-Muju Yogyakarta
RS Ludira Husada Tama	Jl. Wiratama 4 Tegalrejo, Yogyakarta
RSK THT Sari Asih	Jl. Tirtodipuran No. 38 Yogya
RSK Anak Empat Lima	Jl. Patangpuluhan No.35 Yogyakarta
RSK THT Prof R Oepomo	Jl. Suryomentaraman 298 A Yogya
RSIA Permata Bunda	Jl. Ngeksigondo 56 Yogyakarta
RSIA Bethesda Lempuyang	Jl. Hayam Wuruk 6 Yogyakarta
RS Darmayu	Jl. Dr. Soetomo 44 Ponorogo
RSU MUHAMMADIYAH PONOROGO	Jl. Diponegoro No.50 Ponorogo
RS Muslimat Ponorogo	Jl. Jend.A.Yani 155,Ponorogo
RS Budi Asih Trenggalek	Jl. Mayjen Sungkono Trenggalek
RS Mardi Mulia	Jl. Sutomo 19 Trenggalek
ANANDA	jl. mastrip no. 14 srengat
RS Amelia	Jl. Pahlawan No.25A Pare - Kediri
Rumah Sakit Bedah Arga Husada	Ds. Branggahan Kec. Ngadiluwih
RSIA Nuraini	Jl. Yos Sudarso 84 Pare Kediri
RSU Bala Keselamatan	Jl. A.Yani 91 Turen , Kab.Malang
RS Sumber Sentosa	Jl. Kebonsari No. 221 Malang
RS Wijaya Kusuma	Jl. A. Yani No.149 Lumajang
RS Utama Husada	Jl. Manggar No.134 Tegalsari, Ambulu Jember
RS Citra Husada Jember	jl. Teratai No. 22 Jember
RSIA SRIKANDI IBI JEMBER	Jl. KH Agus Salim No. 20
RSIA Bunda	Jl. Adisucipto 9 Banyuwangi
RS Umum Yasmin Banyuwangi	Jl. Letkol Istiqlah Banyuwangi
RSU ISLAM	Jl. Basuki Rachmat Banyuwangi
RS Nahdlatul Ulama Banyuwangi	Jl. Raya Mangir,Rogojampi - Banyuwangi
RS Al Huda Genteng	Jl. Raya Gambiran No. 225 Genteng
RSIA 'FATIMAH' LAMONGAN	Jl. Pahlawan Selatan No. 18
RSIA Panca Dharma	Jl. Raya 14A Pandaan Sukorejo
RS Panca Dharma	Jl. Raya 14 Sukorejo Pasuruan
RSU Siti Khodijah	Jl. Pahlawan No .260 Sepanjang Sidoarjo
RS Delta Surya	Jl. Pahlawan No 09 Sidoarjo
RS Islam Siti Hajar	Jl. Raden Patah No. 70-72 Sidoarjo
RSU Jasem	Jl. Samanhudi No.85A Sidoarjo
RS Anwar Medika	Dsn. Semawut RT.10/RW.04, Ds Balongbendo Kec.Balongbendo, Sidoarjo
RSB BUAH DELIMA	jl.Sunandar priyo sudarmo 154 sidoarjo
Kartini	Mojokerto
RSIA Muslimat	Jl. Urip Sumohardjo No 34 Jombang
RS Sumber Waras	Jl. Langsep No. 3 Kertosono.
RS Medika Mulia Tuban	Jl. Mojopahit 699 Tuban
RS Muhammadiyah	Jl. Diponegoro No.1 Tuban
RS Jiwa Aditama	Jl. Raya Bunder Gresik
RSB & Peny.Dalam Larasati	Jl. Mandilaras No.74 Pamekasan
RS Asyifa Husada Pamekasan	Jl. Mandilaras No. 88-90, Pamekasan
RS Bersalin Esto Abhu Sumenep	jl.Dr Cipto no 38. Kolor
RSB Nirmala Kediri	Jl. Jaksa Agung Suprapto No.5 Kediri
RSIA Muhammadiyah Kediri	Jl. Gatot Subroto 84 Kediri
RSK Bedah Dina L	Jl. Hayam Wuruk No.90,Kediri
RS Islam Al-Arafah	Jl. Raung 190,Kediri
RS Ratih	Jl. Penanggungan No.32, Kediri
RSIA Melinda	Jl. Penanggungan
RS Budi Rahayu	Jl. Jend.A Yani 18 Blitar
RSIA Aminah	Jl. Veteran No.12,Blitar
RS Syuhada Haji	Jl. Tanjung No.12 Pakunden-Blitar
Rumah Sakit Umum Aminah Blitar	Jl.Veteran No.39 Kota Blitar
RS Panti Nirmala	Jl. Kebalen Wetan N0.2-8 Malang
RS Panti Waluya Sawahan	Jl. Nusakambangan No.56, Malang
RS Manu Husada	Jl. Sultan Agung No.110 - 12, Malang
RS Dharma Husada	Jl. Sukarno Hatta Probolinggo
RS Reksa Waluya	Jl. Mojopahit 422, Mojokerto
RS Emma	Jl. Raya Ijen No.67 Mojokerto
RS Darmo	Jl. Raya Darmo 90,Surabaya
RS Adi Husada Pusat	Jl. Undaan Wetan 40-44,Surabaya
RS Griya Husada Surabaya	Jl. Dukuh Pakis No.2,Surabaya
RS Adi Husada Kapasari	Jl. Kapasari No. 97-101 Surabaya
RS Mata Undaan	Jl. Undaan Kulon 17-19 Surabaya
RS Islam Surabaya Jemursari	Jl. Jemursai 51 - 57, Surabaya
RSIA I.B.I. Surabaya	Jl. Dupak 15A Surabaya
RSIA Siti Aisyiah	Jl. Pacar Keling No.15A Surabaya
RS Al-irsyad	Jl. KH.Mansyur 210 - 214 Surabaya
RSK P.Dalam Mukti Mulia	Jl. Kayun No. 3 Surabaya
RS Sumber Kasih	Jl. Menganti No.38-40 Surabaya
RSB Adi Guna	Jl. Alun-alun Rangkah 1-3 Surabaya
RSB Pura Raharja	Jl. Puncang Adi No.12 - 14 Surabaya
RS Gotong Royong	Jl. Medokan Semampir Indah Sby
RSK Bedah Bhakti Rahayu	Jl. Ketintang Madya I/16 Surabaya
RS Islam Darus Syifa	Jl. Raya Benowo No.5,Surabaya
RS Wijaya Surabaya	Jl. Raya Menganti No.398 Wiyung Surabaya
RS Q a d r	Komp Islamic Village, Karawaci, Kelapa Dua, Tangerang
RSIA Lestari	Jl. Cirendeu Indah III/37 Ciputat Tangerang
RSIA Selaras	Jl. Raya Serang KM.18,5 Desa Bojong, Kec.Cikupa Kab.Tangerang
PARAMITA	Jl. Raya Serang Km. 28,5 Balaraja
RSIA Bunda Sejahtera	Jl.Puri Agung No.3 Pondok Makmur Kel.Kuta Baru Kec.Pasar kemis
RSIA Budiasih	Jl. KH Sohari No.39 Serang
RS Usada Insani	Jl. KH. Hasyim Ashari NO.24 Tangerang
RSU An-Nisa Tangerang	Jl. Gatot Subroto No 96 Km 3 Kel. Uwung Jaya Kec. Cibodas Tangerang
RSIA Keluarga Ibu	Jl.Benua Indah No.58,Pabuaran Tumpeng - Tangerang
RS Bhakti Asih	Jl. Raden saleh No.10 Karang Tengah, Tangerang
RUMAH SAKIT PERMATA PAMULANG	JL. RAYA SILIWANGI NO. 1A PONDOK BENDA, PAMULANG
RUMAH SAKIT SYARIF HIDAYATULLAH	Jl. Ir. H. Djuanda No. 95, Ciputat
RS Islam Asshobirin	Jl. Raya Serpong Km11 Pd. Jagung Tangerang Selatan
RSK Jiwa Dharma Graha	Jl. Raya Astek No.17 Lengkong Gudang Timur Serpong
RS Kasih Ibu Kedonganan	Jl. Uluwatu No. 69 Kedonganan
RS Ari Canti	Jl. Raya Mas Ubud
RS Karya Dharma Husada	Jl. Yudistra No. 7 Singaraja
RSU Dharma Usadha	Jl. P.B. Sudirman 50 Denpasar
RSU Manuaba	Jl. Cokroaminoto 28 Denpasar
RSU Surya Husadha	Jl. Pulau Serangan No.7, Denpasar
RSU Kasih Ibu	Jl. Teuku Umar 120,Denpasar
RSU Puri Raharja	Jl. WR Supratman 14 & 19 Denpasar
RSU Sari Dharma	Jl. Pulau Seram No.8 Denpasar
RSU Bhakti Rahayu	Jl. Gatot Subroto II /11 Denpasar
RSB Harapan Bunda	Jl. Tukad Unda No. 1 Denpasar
RS Graha Asih	Jl. IG Ngurah Rai 33 Kuta Bali
RSGM FKG Un Mahasaraswati	Jl. Kamboja 11A Denpasar
RS Surya Husada Ubung	Jl. Cokroaminoto No. 356 Denpasar
RS Kristen Lende Moripa	Jl. El Tari No.2 Waikabubak
RS Karitas Weetabula	Jl. Bulgur No 1 - Weetebula
RS Kristen Lindimara	Jl. Prof.DR WZ. Johannes No.6,Waingapu
RSU Imanuel Sumba	Jl. Nangka No.4,Waingapu-Sumba Timur
Rumah Sakit Kusta dan Cacat Umum Bunda Pembantu Ab	Desa Naob Kecamatan Noemuti Timur
RS Katholik Marianum Halilulik	Jl. Paroki Roh Kudus, Kab.Belu
RS Sito Husada	Jl. KH.Dewantara No.15,Atambua Belu
RSU St. Gabriel Kewapante Sikka	Kewapante Kabupaten Sikka
RSIA Dedari	Jl. Rantai Damai No 69 D TDM, Kupang
RSU Leona Kupang	Jl. Soeverdi No. 20 Oebufu
RSU St.Antonius	Jl. KHW. Hasyim No.249, Pontianak
RSU Harapan Bersama	Jl. P Belitung No.61 Singkawang
RSB Ainun	Jalan Matah No. 39 RT 6 RW 2
RSU Suaka Insan	Jl. H Zafri Zamzam Banjarmasin
RSB Pura Raharja	Jl. Rantauan Tengah Banjarmasin
RSU Sari Mulia	Jl. P Antasari 139B Banjarmasin
RSB Ibunda Siti	Jl. Kol Sugio No. 51 Banjarmasin
RSK Bedah Siaga	Jl. A Yani KM. 4,5 No:73 Banjarmasin
RS Restu Ibu	Jl. Jend A.Yani No. 12 Balikpapan Kalimantan Timur
RS Dirgahayu	Jl. Merbabu No.62 Samarinda
RS Bhakti Nugraha	Jl. Basuki Rachmat 50 Samarinda
RS Budi Setia	Kayowas Jaga I Langowan Barat Minahasa
RS Permata Bunda	Jl. Pingkan Matindas, Dendengan dalam,Manado
RS Advent Manado	Jl. 14 Februari No. 1 Teling Atas
RS Islam Sitti Maryam	Jl. Pogidon Raya No.110 Tuminting Manado
RS Budi Mulia Bitung	Jl. Sam Ratulangi X/9A Bitung
RS GKST Tentena	Jl. Setia Budi No.98,Kec.Pamona Puselemba
RS Woodward	Jl. L.H. Woodward No.1 Palu
RSK Peny.Dalam Sylviani	Jl. Tg Malakosa Palu
RSIA Sitti Masyithah	Jl. WR Supratman No. 7 Palu
RS Budi Agung	Jl. Maluku No. 44 Palu
RS Mata Prof.Dr. Warouw	Jl. Dr Suharso No. 2 Palu
RSB Tinatapura	Jl. Raden Saleh 31 Palu
RS AISYIYAH ST. KHADIJAH	JL.A.ABDULLAH N0.1 - 3 PINRANG
RSU Elim Rantepao	Jl. A.Yani No. 68 Rantepao
RS Fatima Makale	Jl. Nusantara No.18 Makale Tator
RS Akademis Jaury	Jl. Jend. M. Jusuf No. 57 Makassar
RS Stella Maris	Jl. Somba Opu No.273 Makassar
RSB Masyita	Jl. Camba Jawayya No.24 Tello Baru, Makasar
RSB Elim Makassar	Jl. S Saddang 70 Makassar
RSB Sentosa	Jl. Jend Sudirman 52 Makkassar
RSB Restu Makassar	Jl. H A Mappanyuki 27 Makassar
RSIA Chaterine Booth	Jl. Arief Rate No.15 Makassar
RS. Hikmah	Jl. Yosef Latumahina No. 1
RS IBNU SINA Makassar	Jl. U Sumoharjo Makassar Km. 05 No. 264
RSU Luramay	Jl. AP Pettarani E19 Makassar
RS Grestelina	Jl. Hertasning Raya No.52 Makassar
RSIA Sitti Khadijah III Muhammadiyah Mamajang	Jl. Veteran Selatan No. 201 Makassar Sulawesi Selatan
RS Fatima Pare-Pare	Jl. Ilham No.5 Pare-Pare
RS At - Medika	Jl. Andi Djemma No. 6Palopo
RS Santa Anna	Jl. Dr. Moh.Hatta 65A Kendari
RS PMI Kendari	Jl. S.Parman No.35 Kendari
RS Griya Husada Bakti	Jl. Sao-sao No. 248 Kendari
RS Mitra Sakinah Idaman	Jl. Poros Kendari-Kolaka Unaaha Kendari
RS Islam Gorontalo	Jl. Prof. HB. Jassin No.457, Gorontalo
RS Banua Mamase	Desa Buntubuda, Kecamatan Mamasa
RS Hative	Jalan Leo Wattimena
RS GPM Ambon	Jl. Anthonie Rhebok No. 11
RSU Bakti Rahayu	Jl. Ahmad Yani (Belakang RRI) Ambon
RSU Dharma Ibu Ternate	Jl. Pahlawan Revolusi No.5, Ternate
RS Islam Bina Warga	Jl. Pemuda No.131 Keluarahan Toboleu, Ternate
RS Medika Harifalm Ternate	Jl. Zainal Abidin Syah No.25, Ternate
RS Mitra Masy.Timika	Jl. Charitas No. 1 PO BOX 235 Timika
RSU Bunda pengharapan	Jl. Angkasa I, Kelama Lima
RS Dian Harapan	Jl. Teruna Bakti Waena Jayapura
RS Islam Materna	Jl. Merdeka Barat No. 25
RSU. IBNU SALEH	Jl. HM. Joni 64 / 63A-65
Mother and Child Hospital AZ-Zakiyah	Jl. Mustafa No. 4a / 18 district. East field
Islam Ibn Sina Hospital	Jl M Natsir new Pasaman
RS Islam IIbnu Sina	Jl. Pangilun Gunung Padang Gajah Mada
RS Dental Mouth Baiturrahmah	Jl. Kingdom by Pass KM.14 Wean Sei Padang
RSI Siti Rahmah	Jl.Raya by Pass KM 15 Air Pacah Padang
Ibn Sina hospital in Padang Panjang	Jl. Sukarno. Hatta, Padang Panjang
Ibn Sina Hospital Bukittinggi	Jl. Batang Agam, Rear Beam
GENERAL HOSPITAL MADINA 	Jl.Guru Hamzah No. 17
Ibn Sina Hospital	Jl.Pemuda No 14 Payakumbuh
Islam Ibn Sina Hospital	Jl. Jasmine 60, Pekanbaru
RS Islam Asy-Syifaa Bandar Jaya	Jl. Lintas Sumatera KM 65 Yukum Besar Bandar Jaya Jaya Terbanggi
RS Islam Metro	Jl. Jend.AH Nasution 250, Metro
Muhammadiyah Hospital Metro	Jl. Soekarno Hatta 42 Mulyojati 16B, Metro West
East Jakarta Islamic Hospital	Jl. Raya Pondok Kopi, East Jakarta
Psychiatric Hospital Islam Klender	Jl. Anthology X P.Klender Jaktim
RS Islam Jakarta, Cempaka Putih 	Jl. Cempaka Putih, Central Jakarta Central I
RS HEALTHY HOUSE OF INTEGRATED PURSE orphans	Jl. Raya Parung KM 42
RS ISLAM Hj. SITI MUNAROH	Jl. Tamansari Gobras 228 Tasikmalaya
RS Islam Siti Fatimah	Jl. Brig Dharsono. 26 Cirebon
RS Islam Zam Zam	Jl. Lt. Joni Jatibarang
Muhammadiyah Hospital Bandung	Jl. KH Ahmad Dahlan 53 Bandung
RS Al-Islam Bandung	Jl. Sukarno. Hatta 644 Bandung
RSB Muhammadiyah Cirebon municipality	Jl. Dr. W.Sudirohusodo 79 Cirebon
RS Islam Fatimah	Jl. Ir.H.Juanda 20 Cilacap
RSB Annisa	Jl. Gatot Subroto 31 A Cilacap
RS Islam Purwokerto	Jl. H. Masyuri Rejasari No. 39 Purwokerto
RSU PKU Muhammadiyah Gombong	Jl. Yos Sudarso 461 Gombong Kebumen
RS PKU Muhammadiyah Sruweng	Jl. Raya Sruweng 5 Sruweng Kebumen
RSU PKU Muhammadiyah Petanahan Kebumen	Jl. Daendels, KM-1, Kec.Petanahan.
RS Islam Wonosobo	Jl. Mayjend. Bambang Sugeng KM.3 Wonosobo
RS Islam Klaten	Jl. 4 KM Solo Raya Klaten, Klaten
RSU PKU Muhammadiyah IN	Jl. North Delanggu Raya No.19, Delanggu
RS PKU Muhammadiyah Jatinom KLATEN	Jl.Raya Jatinom-Klaten KM 01
RSKB IPHI PEDAN	ngrendeng, sobayan, PEDAN
RS PKU Muhammadiyah Sukoharjo	Jl. Mayor Sunaryo No. 37, Sukoharjo
Charity Hospital Healthy Sragen	Jl. Veteran No.35, Sragen, Central Java
RS Islam Arafah	Jl. Raya Rembang - Trinity KM.5 Lasem, Rembang
RS Islam Pati	Jl. Raya Pati-Tayu Pati KM.18Waturoyo Margoyoso
HEALTHY FASTABIQ RSU PKU Muhammadiyah PATI	Jl. Raya Pati-Tayu Km. 03 Tambaharjo, Pati
RSU Nurussyifa	Jl. Holy - KM.10 Jekulo Pati, Kudus
RSU Islam Sunan Kudus	Jl. Kudus Permai 1, Kaliwungu, Holy
Sultan RS Hadlirin Jepara	Jl. Jepara-Bangsri KM.3, Kuwasen, Jepara
RSIA Siti Khadijah	Jl. Brig Katamso 18A
RS PKU Muhammadiyah Mayong, Jepara	Jl. Pawnshop No. 12 Mayong Jepara
RS Islam Kendal	Jl. Ar.Rahmah 17 Ds. Ngasinan, Weleri, Kendal
RS Islam Moga	Jl. Raya Moga-Pulosari km.02, Pemalang
RS Islam Al-Ikhlas	Jl. Colonel Soegiono NO. 13 Parks
RS Siti Asiyah	Jl. Wage market, bumiayu
Islam Siti Aminah Hospital	Jl. P. Diponegoro Brebes Jatisawit Brits
RS PKU Muhammadiyah	Jl. Ronggowarsito 130, Surakarta
RS Islam Kustati	Jl. Capt. 249 Mulyadi
RS Islam Surakarta	Jl. Ahmad Yani, Pabelan, Kartosuro
Hospital Sultan Agung Semarang	Jl. Kaligawe Km.4, Semarang
RSU Roemani	Jl. Wonodri 2 No. 22, Semarang
RS Siti Khodijah	Jl. No.39-47 Bandung, Pekalongan
RS Karomah Holistic	Jl. Gajah Mada West # 124, Pekalongan
RS Islam Your Expectations	Jl. Ababil No.42, Tegal
PKU Muhammadiyah Wates	KH.Ahmad Dahlan NO II Jl Wates Kulon Progo
RSU PKU Muhammadiyah Nanggulan	Ngemplak, Flower, Nanggulan
RS PKU Muhammadiyah Bantul	Jl. Sudirman 124 Bantul
RS. PKU Muhammadiyah Wonosari	Kemorosari North Ring Road II, Piyaman Wonosari Gunung DIY
RSU-TUROTS AT AL-Islamy YOGYAKARTA	Klaci 1 Margoluwih Seyegan Sleman
RS PKU Muhammadiyah YOGYAKARTA UNIT II	Jl. Wates KM 5.5
RS Islam Hidayatullah	Jl. Veteran 184, Yogyakarta
RS PKU Muhammadiyah Yogyakarta	Jl. KH Ahmad Dahlan 20 Yogyakarta
RSKIA PKU Muhammadiyah KOTAGEDE	JL. PACKAGING 43 KOTAGEDE
RS Aisyiah Ponorogo	Jl. Dr Sutomo 18-24, Ponorogo
RSU Islam Orpeha	Jl. KHR Abdul Fatah Batangsaren - Kauman Tulungagung
RSI Madinah	Jl. Jatiwayang LK2 Ngunut, Tulungagung
